,Campus,Identificador,Codigo_Curso,Curso,Ano_Admissao,Sem_Admissao,Codigo_Forma_Ingresso,Forma_Ingresso,Ano_Conclusao,Sem_Conclusao,Codigo_Situacao_Aluno,Situacao_Aluno,Sexo,Idade,CRA,ENEM,Modalidade,PCD,10) Voce se considera:,23) A renda bruta mensal (sem descontos) de seu grupo familiar:,Escola,Reingressante,Bolsista - Moradia,Bolsista - Alimentacao,Iniciacao Científica,Extensão
4741,CRP,30009574,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,0,"635,18",9,N,,,publica,N,N,N,N,N
4742,CRP,30009575,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"635,3",9,N,,,publica,N,N,N,N,N
4743,CRP,30009576,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,0,"697,38",9,N,,,Privada,N,N,N,N,N
4744,CRP,30009578,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,28.0,0,"677,02",9,N,,,Privada,N,N,N,N,N
4745,CRP,30009579,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"630,06",9,N,,,Privada,N,N,N,N,N
4746,CRP,30009581,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"627,3",9,N,,,Privada,N,N,N,N,N
4747,CRP,30009583,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,0,"678,08",7,N,,,publica,N,N,N,N,N
4748,CRP,30009584,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,22.0,0,"627,16",9,N,,,publica,N,N,N,N,N
4749,CRP,30009585,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,0,"628,78",9,N,,,publica,N,N,N,N,N
4750,CRP,30009586,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"544,5",1,N,,,publica,N,N,N,N,N
4751,CRP,30009588,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,2021.0,1,A,Estudante em abandono de curso                    ,M,19.0,0,"641,26",9,N,,,publica,N,N,N,N,N
4752,CRP,30009589,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,26.0,0,"547,66",1,N,,,publica,N,N,N,N,N
4753,CRP,30009591,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,38.0,0,"566,42",5,N,,,publica,N,N,N,N,N
4754,CRP,30009593,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,0,"596,8",3,N,,,publica,N,N,N,N,N
4755,CRP,30009594,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"627,42",3,N,,,publica,N,N,N,N,N
4756,CRP,30009597,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"620,98",9,N,,,Privada,N,N,N,N,N
4757,CRP,30009598,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"590,4",7,N,,,publica,N,N,N,N,N
4758,CRP,30009599,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,0,"611,74",9,N,,,Privada,N,N,N,N,N
4759,CRP,30009600,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"542,22",3,N,,,publica,N,N,N,N,N
4760,CRP,30009601,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"622,74",9,N,,,Privada,N,N,N,N,N
4761,CRP,30009602,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"555,18",7,N,,,publica,N,N,N,S,N
4762,CRP,30009603,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,23.0,0,"623,46",9,N,,,publica,N,N,N,N,N
4763,CRP,30009604,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,36.0,0,"549,48",5,N,,,publica,N,N,N,N,N
4764,CRP,30009606,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,0,"552,34",7,N,,,publica,N,N,N,N,N
4765,CRP,30009607,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"514,86",3,N,,,publica,N,N,N,N,N
4766,CRP,30009608,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"515,96",3,N,,,publica,N,N,N,N,N
4767,CRP,30009609,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"530,84",1,N,,,publica,N,N,N,N,N
4768,CRP,30009610,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,18.0,0,"605,04",9,N,,,Privada,N,N,N,N,N
4769,CRP,30009611,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"599,58",9,N,,,Privada,N,N,N,N,N
4770,CRP,30009612,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"597,16",9,N,,,Privada,N,N,N,N,N
4771,CRP,30009613,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,20.0,0,"591,92",9,N,,,publica,N,N,N,N,N
4772,CRP,30009614,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,21.0,0,"580,34",9,N,,,publica,N,N,N,N,N
4773,CRP,30009616,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,19.0,0,"572,16",9,N,,,publica,N,N,N,N,N
4885,CRP,30009951,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,30.0,0,"637,04",9,N,c. Pardo(a).,d. Entre 5 e 7 Salarios Minimos,publica,S,N,N,N,N
4893,CRP,30009966,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,31.0,0,"599,84",9,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,N,N,N,N,N
4894,CRP,30009967,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,29.0,0,"602,62",9,N,a. Branco(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4896,CRP,30009969,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,25.0,0,"526,14",3,N,c. Pardo(a).,b. Entre 1 e 3 Salarios Minimos,publica,S,N,N,N,N
4903,CRP,30009984,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,24.0,0,"463,72",9,N,a. Branco(a).,a. ate 1 Salario Minimo,publica,N,N,N,N,N
4904,CRP,30009986,105,Sistemas de Informacao - Noturno,2021,1,L,SISU - Sistema_de_Selecao_Unificada           ,,,N,Normal                                            ,M,42.0,0,"494,96",9,N,c. Pardo(a).,a. ate 1 Salario Minimo,Privada,S,N,N,N,N
4905,CRP,30009987,105,Sistemas de Informacao - Noturno,2021,1,R,Rematrícula                                       ,,,N,Normal                                            ,M,27.0,0,,0,N,c. Pardo(a).,c. Entre 3 e 5 Salarios Minimos,Privada,S,N,N,N,N
