Campus,Identificador,Codigo_Curso,Curso,Ano_Admissao,Sem_Admissao,Codigo_Forma_Ingresso,Forma_Ingresso,Ano_Conclusao,Sem_Conclusao,Codigo_Situacao_Aluno,Situacao_Aluno,Sexo,Idade,CRA,ENEM,Modalidade,PCD,10) Você se considera:,23) A renda bruta mensal (sem descontos) de seu grupo familiar:,Escola,Reingressante,Bolsista - Moradia,Bolsista - Alimentação,Iniciação Científica,Extensão
CRP,30008080,106,Ciência e Tecnologia de Alimentos,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,65,"504,64",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008081,106,Ciência e Tecnologia de Alimentos,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,34,"34,5","540,44",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008082,106,Ciência e Tecnologia de Alimentos,2019,1,L,SISU - Sistema de Seleção Unificada               ,2020,3,A,Estudante em abandono de curso                    ,M,29,"59,9","528,94",1,N,b. Preto(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008085,106,Ciência e Tecnologia de Alimentos,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"47,6","566,28",7,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008107,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"55,8","659,26",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008108,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,D,Desligamento                                      ,M,20,"12,8","622,18",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008109,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"29,9","599,48",5,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008112,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,2021,1,A,Estudante em abandono de curso                    ,M,22,59,"621,06",7,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008114,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"62,8","551,6",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008120,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,55,"451,24",1,N,b. Preto(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008121,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,A,Estudante em abandono de curso                    ,M,27,"41,2","539,9",1,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008140,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"63,4","720,44",9,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008141,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"65,5","712,94",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008142,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"87,9","681,44",5,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008143,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,"71,3","668,22",5,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008146,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,D,Desligamento                                      ,M,20,"14,8","670,62",7,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008149,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"68,9","686,66",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008150,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,68,"674,08",7,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008153,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"71,6","637,26",9,N,c. Pardo(a).,f. Entre 10 e 20 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008154,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"72,2","678,06",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008155,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,56,"43,2","581,2",7,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008156,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"71,8","629,26",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008157,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,D,Desligamento                                      ,M,22,"29,2","699,12",9,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008161,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"66,3","676,14",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008168,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"67,6","651,24",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008169,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"65,8","625,22",7,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008170,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"67,4","562,2",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008171,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,A,Estudante em abandono de curso                    ,M,21,"79,3","647,02",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008172,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"64,1","608,44",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008173,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"33,9","668,62",7,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008176,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"77,7","624,54",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008177,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"53,9","571,12",9,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008180,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,D,Desligamento                                      ,M,20,"14,3","519,48",7,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008181,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,54,"627,66",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008182,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"70,2","616,14",9,N,c. Pardo(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008210,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"72,1","716,74",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008211,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"74,7","691,94",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008213,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,88,"642,76",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008215,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"92,7","665,24",7,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008217,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,2021,1,A,Estudante em abandono de curso                    ,M,35,"96,3","711,9",9,N,a. Branco(a).,f. Entre 10 e 20 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008218,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,23,"88,9","638,1",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008221,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"90,1","671,28",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008222,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"75,5","608,34",1,N,b. Preto(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008226,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"87,7","560,22",7,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008232,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,27,"66,4","619,34",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008239,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,26,"73,6","539,64",7,N,d. Amarelo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008244,109,Ciências Contábeis,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,22,"72,9","495,9",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008246,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"66,3","537,7",7,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008252,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"81,3","536,96",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008253,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,"38,8","473,1",3,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008270,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,57,"678,72",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008271,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"46,7","666,38",9,N,a. Branco(a).,g. Entre 20 e 30 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008275,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,A,Estudante em abandono de curso                    ,M,24,0,"690,14",9,N,,,Privada,N,N,N,N,N
CRP,30008276,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,A,Estudante em abandono de curso                    ,M,21,0,"675,26",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008278,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"69,5","661,4",3,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008279,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"31,7","652,12",5,N,b. Preto(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008283,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"67,2","527,78",7,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008286,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"64,2","597,48",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008299,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,2020,2,A,Estudante em abandono de curso                    ,M,23,"27,9","623,8",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008303,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,27,"76,3","613,34",5,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008310,110,Ciências Biológicas,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,21,"32,2","554,32",9,N,a. Branco(a).,f. Entre 10 e 20 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008316,110,Ciências Biológicas,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"36,2","632,78",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008318,110,Ciências Biológicas,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,29,"53,6","590,46",9,N,c. Pardo(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008320,110,Ciências Biológicas,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,21,"65,6","582,04",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008321,110,Ciências Biológicas,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,25,"28,2","611,06",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008330,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"70,1","630,8",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008332,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,20,"70,2","673,96",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008334,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"62,5","707,82",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008337,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"81,2","674,84",9,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008341,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"59,8","609,32",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008342,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,D,Desligamento                                      ,M,21,"22,8","627,3",9,N,c. Pardo(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008343,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"76,3","663,58",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008344,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,23,"56,1","597,5",5,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008348,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"68,4","526,36",7,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008349,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"63,7","629,14",7,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008360,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"49,6","564,54",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008361,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,D,Desligamento                                      ,M,23,"2,6","551,8",1,N,e. Indígena.,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008363,111,Engenharia de Produção,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,2020,4,A,Estudante em abandono de curso                    ,M,20,"41,9","538,12",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008364,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"46,6","506,82",9,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30008365,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"56,2","600,36",9,N,d. Amarelo(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008367,111,Engenharia de Produção,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,21,"52,4","579,12",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008370,111,Engenharia de Produção,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,23,"41,2","589,36",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008371,111,Engenharia de Produção,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,2019,1,A,Estudante em abandono de curso                    ,M,43,0,"526,22",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008372,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,2020,0,A,Estudante em abandono de curso                    ,M,22,"46,5","595,66",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008373,111,Engenharia de Produção,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,22,"63,9","520,36",7,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008391,112,Nutrição,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"42,5","656,46",9,N,b. Preto(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008394,112,Nutrição,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,79,"668,1",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008400,112,Nutrição,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,21,"76,6","637,6",9,N,a. Branco(a).,f. Entre 10 e 20 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008413,104,Sistemas de Informação - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,"60,7","630,26",7,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008414,102,Administração - Noturno,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,29,"86,4","686,16",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008415,101,Administração - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,26,"50,1","658,8",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,S,N,N,N,N
CRP,30008416,105,Sistemas de Informação - Noturno,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,55,"640,54",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30008417,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,23,"75,4","670,78",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008418,101,Administração - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,"74,3","611,1",5,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008420,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,29,"56,4","623,22",5,N,d. Amarelo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008421,103,Agronomia,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,22,"56,4","528,86",8,S,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008422,101,Administração - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,D,Desligamento                                      ,M,30,"10,8","668,1",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,S,N,N,N,N
CRP,30008425,109,Ciências Contábeis,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"64,8","623,98",7,N,b. Preto(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008426,107,Química,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,A,Estudante em abandono de curso                    ,M,30,"6,2","696,78",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008427,103,Agronomia,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,"75,3","669,54",9,N,c. Pardo(a).,g. Entre 20 e 30 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008428,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"57,7","592,04",8,S,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,S,N,N,N,N
CRP,30008429,111,Engenharia de Produção,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,26,"57,5","673,46",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,S,N,N,N,N
CRP,30008430,105,Sistemas de Informação - Noturno,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"53,7","629,84",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008432,104,Sistemas de Informação - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,A,Estudante em abandono de curso                    ,M,24,"10,8","580,72",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008433,104,Sistemas de Informação - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,26,"72,7","547,66",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008434,105,Sistemas de Informação - Noturno,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"34,6","596,6",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008435,104,Sistemas de Informação - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,"52,7","569,96",7,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008436,104,Sistemas de Informação - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"71,5","594,8",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008439,103,Agronomia,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,22,"62,1","621,76",9,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30008441,108,Engenharia Civil,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,27,"71,5","632,86",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,S,N,N,N,N
CRP,30008442,104,Sistemas de Informação - Integral,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,27,"13,2","609,34",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,S,N,N,N,N
CRP,30008443,103,Agronomia,2019,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,24,"43,6","575,3",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30008446,103,Agronomia,2019,1,Y,Processo Seletivo Alternativo - SiSU              ,,,N,Normal                                            ,M,23,"61,1","625,18",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
